job_id,title,company,published,expires,city,occupation,category,skills,has_city,has_occupation,has_skills
315c5d94-4d86-4f40-b7af-75e83fdb613c,"Hidra omsorgssenter, Helsefagarbeider 100% fast stilling, kveld/natt","Flekkefjord kommune, Enhet for hjemmetjenester",2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,FLEKKEFJORD,Not classified,"Helsefagarbeider, Helsefagarbeider, Helsefagarbeidere","Brukeroppfølging, Dokumentasjon, Eldreomsorg, Helse, Helsefagarbeider, Hjemmetjeneste, Nattarbeid, Omsorg, Omsorgssenter, Pleie",True,False,True
320ea5ea-b194-4da4-9084-c7aff5ba6ab0,Er du vår nye leder - i teknologi- og industribyen Kongsberg?,"Skatteetaten, Brukerdialog",2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,KONGSBERG,Not classified,"Assisterende direktør, Assisterende direktør, Administrerende direktører","Administrasjon, Endringsledelse, Kontor, Ledelse, Leder, Offentlig forvaltning, Personalansvar, Skatteetaten, Underdirektør, Utviklingsarbeid",True,False,True
3948806d-5ffb-4baa-9bd1-c75a0fa2d0c4,Fjell sjukeheim,Øygarden kommune Fjell sjukeheim,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,STRAUME,Not classified,"Helsefagarbeider, Helsefagarbeider, Helsefagarbeidere","Dokumentasjon, Helsefagarbeider, Miljøarbeid, Omsorg, Pasientarbeid, Sjukeheim, Somatisk avdeling, Stell og pleie, Tverrfaglig samarbeid",True,False,True
3ec54e82-d4a0-4d48-8ff2-6da375d40db1,KIWI Flymuseet søker etter butikkmedarbeider deltid 20 %,KIWI Flymuseet,2026-08-03T00:00:00+02:00,2026-08-16T23:59:59+02:00,BODØ,Not classified,"Butikkmedarbeider dagligvarebutikk, Butikkmedarbeider dagligvarebutikk, Butikkmedarbeidere","Butikk, Butikkmedarbeider, Dagligvare, Kasse, Kundeservice, Salgsmedarbeider, Serviceinnstilling, Varepåfyller",True,False,True
4603db80-10bd-41d8-9082-ee43ad890337,Overlege/spesialist i barne- og ungdomspsykiatri,"Klinikk psykisk helse og avhengighet, BUP Søndre Nordstrand, Oslo universitetssykehus HF",2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,OSLO,Not classified,"Overlege, Overlege, Legespesialister","Barne- og ungdomspsykiatri, Behandling, Lege, Overlege, Pasientarbeid, Psykiatri, Spesialist, Sykehus, Tverrfaglig samarbeid, Utredning",True,False,True
49ac74b1-fd93-4484-99bf-ed3594585b02,Spennende mulighet! Vil du bidra til å styrke operasjonell evne for våre alliertes forsvar?,Kongsberg Gruppen Kongsberg Defence & Aerospace - Defence Systems - Land Systems,2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,KONGSBERG,Not classified,"Teknisk forfatter, Teknisk forfatter, Forfattere mv.","Dokumentasjon, Forsvarssystemer, IPS, Illustratør, Innholdsproduksjon, Kvalitetssikring, Teknisk dokumentasjon, Teknisk forfatter, Teknisk skriving, Teknologi",True,False,True
4a0e2dcc-c3b4-411a-b0a9-95d7dccb6644,Bilmekaniker som brenner for Bil? Se hit!,Adecco Norge AS,2026-08-03T00:00:00+02:00,2026-08-09T00:00:00+02:00,Unknown,Not classified,"Bilmekaniker, Bilmekaniker, Bilmekanikere","Bilmekaniker, Bilverksted, Diagnostisering, Feilsøking, Mekaniker, Reparasjon, Service, Teknisk forståelse, Verksted",False,False,True
4cd9091f-5a0f-4271-9f6d-0436888b9900,Kokk,Avdelingskjøkken seksjon Drammen Sykehus,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,DRAMMEN,Not classified,"Kokk, Kokk, Kokker","Fagbrev kokk, Helsekjøkken, IKT-kunnskaper, Kantine, Kjøkken, Kokk, Matlaging, Servering, Spesialkost",True,False,True
4dc30786-d786-40b4-83f0-8bd96a230ed2,Rullende mamma og pappa på Askøy søker BPA-assistenter,Medvind Assistanse,2026-08-03T00:00:00+02:00,2026-08-29T00:00:00+02:00,FYLLINGSDALEN,Not classified,Not classified,"Assistent, BPA-assistent, Barnepass, Familie, Hjemmetjeneste, Husarbeid, Omsorg, Personlig assistent, Praktisk hjelp",True,False,True
508f0c84-3dc2-4ff7-a65b-e56e5ea6e5b7,Er du sykepleier eller vernepleier og ønsker å bli en del av et dyktig team? ,"Helse og mestring, Hamar kommune",2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,HAMAR,Not classified,"Sykepleier, Sykepleier, Sykepleiere","Brukeroppfølging, Dokumentasjon, Helse, Hjemmesykepleie, Kommunal helsearbeid, Nattjeneste, Omsorg, Prestrudsenteret, Sykepleier, Vernepleier",True,False,True
5698e36f-c8c6-44ca-83d9-c19d1934d6e1,Har du interesse og engasjement for tvisteløsning og mekling?,Husbanken avdeling Husleietvistutvalget Trondheim,2026-08-03T00:00:00+02:00,2026-09-01T00:00:00+02:00,TRONDHEIM,Not classified,"Juridisk rådgiver, Juridisk rådgiver, Andre juridiske yrker","Husleierett, Jurist, Kontor, Mekling, Rådgiver, Saksbehandling, Tvisteløsning, Vedtak",True,False,True
58e33be7-190e-4f5b-b68c-851d8505bff3,Spesialfysioterapeut / fysioterapeut ,"Ortopedisk avdeling, Seksjon for fysioterapi, Ullevål sykehus, Oslo universitetssykehus HF",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,OSLO,Not classified,"Fysioterapeut, Fysioterapeut, Fysioterapeuter","Fysioterapeut, Ortopedi, Pasientbehandling, Poliklinikk, Rehabilitering, Spesialfysioterapeut, Sykehus, Tverrfaglig samarbeid, Veiledning",True,False,True
5c67a3f9-8aed-404f-bc6a-f4ea4482eb84,Arealplanlegger,"Samfunn, Plan og bygg, Byplan, Sandnes kommune",2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,SANDNES,Not classified,Not classified,"Arealplanlegger, Byplanlegging, Kommunal planlegging, Offentlig forvaltning, Plan- og bygningsloven, Planlegger, Prosjektledelse, Reguleringsplan, Rådhus, Samfunnsplanlegging",True,False,True
5d332209-184a-454e-8025-bf4030cb8701,100% vikariat helsefagarbeider / barne- og ungdomsarbeider ,"Enhet for privatinitierte bogrupper og hjemmeteam, Bergen kommune",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,INDRE ARNA,Not classified,"Barne- og ungdomsarbeider, Barne- og ungdomsarbeider, Barnehage- og skolefritidsassistenter mv.","ADL-trening, Barne- og ungdomsarbeider, Bofellesskap, Brukeroppfølging, Helse, Helsefagarbeider, Legemiddelhåndtering, Miljøarbeid, Omsorg",True,False,True
6433abd5-1270-40e6-a6fe-73b556bea2de,Jula Sandnes søker medarbeidere i 50% deltidsstilling! Er det deg?,Jula Sandnes,2026-08-03T00:00:00+02:00,2026-08-31T00:00:00+02:00,SANDNES,Not classified,Not classified,"Butikk, Butikkmedarbeider, Detaljhandel, Kasse, Kundeservice, Salg, Service, Teamarbeid, Varehus, Varepåfylling",True,False,True
6470b8a9-c494-4fbf-aff8-d4f0ad7dcea5,Vil du være med på å forme fremtidens forsvarssystemer?,Kongsberg Gruppen Kongsberg Defence & Aerospace - Defence Systems - Land Systems,2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,KONGSBERG,Not classified,Not classified,"Analytiker, Dataanalyse, Forsvar, Ingeniør, Logistikk, Produktutvikling, Supportability engineering, Systemanalyse, Teknisk forståelse, Vedlikehold",True,False,True
668bf7a6-2f67-4e6e-a951-0180994eef2c,Vil du være med å jobbe med leveranser av verdensledende forsvars og sikkerhetsløsninger?,Kongsberg Gruppen Kongsberg Defence & Aerospace - Defence Systems,2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,KONGSBERG,Not classified,"Logistiker, Logistiker, Logistikkmedarbeidere","Distribusjon, Forsendelse, Kontorarbeid, Logistikk, Prosjektlogistikk, Shipping Coordinator, Spedisjon, Supply Chain, Tollbehandling, Transportplanlegging",True,False,True
6cd96874-3aa2-4ded-ae70-f6be095eaa9e,Seniorrådgiver – sikkerhetsgraderte anskaffelser og leverandøroppfølging,Forsvarsmateriell,2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,KOLSÅS,Not classified,Not classified,"Anskaffelser, Forsvar, Industrisikkerhet, Kontroll, Leverandøroppfølging, Offentlig sektor, Revisjon, Risikovurdering, Seniorrådgiver, Sikkerhet",True,False,True
6d46d14c-2a0f-40a8-8a6a-15c5edce1673,"Billakkerer, nyudatannet eller masse erfaring? Se hit!",Adecco Norge AS,2026-08-03T00:00:00+02:00,2026-08-09T00:00:00+02:00,Unknown,Not classified,"Billakkerer, Billakkerer, Overflatebehandlere og lakkerere","Billakkerer, Biloppretter, Bilskade, Bilverksted, Demontering, Karosseri, Lakkering, Montering, Reparasjon, Verksted",False,False,True
6ee29dd7-28b3-4bc0-b899-790fe84749c7,Assistent ,"Skien Helsehus, Skien kommune",2026-08-03T00:00:00+02:00,2026-08-31T00:00:00+02:00,SKIEN,Not classified,Not classified,"Assistent, Dokumentasjon, Helse, Helseassistent, Helsehus, Omsorg, Pasientoppfølging, Pleiemedarbeider, Tverrfaglig team",True,False,True
6f5428f2-c1ae-4340-bc9b-bd5c1592537c,Terapeut med videreutdanning,"Avdeling for barn og unges psykiske helse (ABUP), akutt/ambulant enhet,Kristiansand",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,KRISTIANSAND S,Not classified,"Psykiatrisk sykepleier, Psykiatrisk sykepleier, Spesialsykepleiere","Akutt team, Ambulant team, Barn og unge, Behandling, Familiearbeid, Helse, Psykisk helse, Terapeut, Utredning, Veiledning",True,False,True
73712a96-d54a-4b06-80bf-b877cb6aee39,Bli kokken som set smak på helsa! ,"Drift/teknisk divisjon/ Hospitaldrift Matforsyning, Helse Bergen HF",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,BERGEN,Not classified,"Kokk, Kokk, Kokker","Ernæring, HMS, IK-mat, Institusjonskjøkken, Kjøkken, Kokk, Matlaging, Matproduksjon, Storkjøkken",True,False,True
83dd7cbe-d4c1-4121-add3-879b3b9dd2ac,KIWI Ytre Enebakk søker etter butikkmedarbeider deltid 30 %,KIWI Ytre Enebakk,2026-08-03T00:00:00+02:00,2026-08-24T23:59:59+02:00,YTRE ENEBAKK,Not classified,"Butikkmedarbeider dagligvarebutikk, Butikkmedarbeider dagligvarebutikk, Butikkmedarbeidere","Butikk, Butikkmedarbeider, Dagligvare, Kasse, Kundebehandling, Kundeservice, Salgsmedarbeider, Service, Varepåfylling",True,False,True
856e9445-9d64-4969-870d-455b148cfd5c,Spesialkonsulent ,"Tildelingskontoret, Helse, omsorg og Mestring, Lørenskog kommune",2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,LØRENSKOG,Not classified,"Spesialkonsulent ladeinfrastruktur, Spesialkonsulent ladeinfrastruktur, Høyere saksbehandlere i offentlig og privat virksomhet","Eldreomsorg, Helsefag, Kommunal sektor, Offentlig forvaltning, Rus og psykisk helse, Saksbehandler, Saksbehandling, Sosialfag, Spesialkonsulent, Velferdsteknologi",True,False,True
8c13abfb-d7fe-4014-a6f1-0570076f18e1,Fagarbeider/ arbeider,Driftsenhet for Eiganes gravlund og Krematoriet,2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,STAVANGER,Not classified,Not classified,"Anleggsgartner, Eiganes gravlund, Fagarbeider, Gravplass, Grøntanlegg, HMS, Krematorium, Maskinbruk, Serviceinnstilt, Vedlikehold",True,False,True
905f4b19-9d89-4b33-9323-f905552426b0,Sykepleier natt,"Boganes sykehjem, natt, Stavanger kommune",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,STAVANGER,Not classified,"Sykepleier, Sykepleier, Sykepleiere","Helse, Lindrende enhet, Nattarbeid, Omsorg, Palliasjon, Pasientbehandling, Sykehjem, Sykepleier, Tverrfaglig samarbeid",True,False,True
94e05c63-0efc-4618-b28f-527ab74e3608,Helsefagarbeider,"Heimdal hjemmetjeneste, Trondheim kommune",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,TILLER,Not classified,"Helsefagarbeider, Helsefagarbeider, Helsefagarbeidere","Helse, Helsefagarbeider, Hjemmetjeneste, Legemiddelhåndtering, Omsorg, Pasientarbeid, Pleie, Primærkontakt, Turnus, Tverrfaglig samarbeid",True,False,True
96f92d15-23d9-4161-b9a1-ef5f56c27183,Avdelingsleder/Styrer,"Hundvågbarnehagene (5), Stavanger kommune",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,HUNDVÅG,Not classified,Not classified,"Administrasjon, Avdelingsleder, Barn, Barnehage, Barnehagelærer, Ledelse, Pedagogisk leder, Personalansvar, Styrer, Utviklingsarbeid",True,False,True
97783015-1075-4195-88bb-4de62196db3e,Bli leiar i tannhelsetenesta,Vest tannhelseområde ,2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,ULSET,Not classified,Not classified,"Budsjettansvar, Helseadministrasjon, Klinikkleder, Leder, Offentlig sektor, Personalansvar, Tannhelse, Tannklinikk",True,False,True
97a97b17-ea02-48f4-ac1e-84b7e930bb1c,Avdelingsleder for SEF team,"Skjoldtunet behandlingssenter, Bergen kommune",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,NESTTUN,Not classified,"Avdelingsleder skole, Avdelingsleder skole, Ledere av utdanning og undervisning","Avdelingsleder, Behandlingssenter, Helseledelse, Leder, Omsorgstjenester, Personalansvar, Rehabilitering, Sykepleier, Tverrfaglig team, Økonomiansvar",True,False,True
99c382a2-fa39-448d-9a6a-2c49f3afcb07,Er du på en ustoppelig reise? Jula Sandnes søker gruppeleder!,Jula Sandnes,2026-08-03T00:00:00+02:00,2026-08-31T00:00:00+02:00,SANDNES,Not classified,"Butikkavdelingssjef, Butikkavdelingssjef, Butikkavdelingssjefer","Butikk, Butikkleder, Gruppeleder, Leder, Personalansvar, Salgsleder, Teamleder, Varehus",True,False,True
9f721844-9845-470f-96e9-0b5065c44b58,Kjøkkenassistent til 100% fast stilling ,"Drift-/teknisk divisjon/ Hospitaldrift Matforsyning, Helse Bergen HF",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,BERGEN,Not classified,"Kjøkkenassistent, Kjøkkenassistent, Kjøkkenassistenter","Institusjonskjøkken, Kjøkken, Kjøkkenassistent, Matforsyning, Matproduksjon, Oppvask, Pakking, Renhold, Serviceinnstilt, Sykehus",True,False,True
a7f14e17-504c-4407-94c6-c24ab9096410,Fysioterapeut til barn og unge,"HFT 0-100 Jordmortjeneste og fysio-ergoterapitjeneste til barn og unge, Drammen kommune",2026-08-03T00:00:00+02:00,2026-08-21T00:00:00+02:00,DRAMMEN,Not classified,"Fysioterapeut, Fysioterapeut, Fysioterapeuter","Barn, Barnehage, Fysioterapeut, Fysioterapi, Gruppeledelse, Helse, Hjelpemidler, Rehabilitering, Skole, Ungdom",True,False,True
a855c793-cccc-45ea-ab42-b3506dcbfd92,Har du lyst til å bidra til å utvikle Forsvarets styringsløsninger?,"Cyberforsvaret, Forsvaret",2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,OSLO,Not classified,Not classified,"Analyse, BW4HANA, Business Objects, ERP, Forsvaret, IT, Løsningsekspert, SAP, Seniorrådgiver",True,False,True
ad0a777a-0df8-41fe-b52b-1f574e8276aa,Spennende stilling som jurist hos en av Norges største eiendomsforvaltere,"Etat for bygg og eiendom, Bergen kommune",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,BERGEN,Not classified,"Avdelingsdirektør bygg og anlegg, Avdelingsdirektør bygg og anlegg, Ledere av bygge- og anleggsvirksomhet","Eiendom, Eiendomsforvaltning, Forhandlinger, Jurist, Kontorbygg, Kontraktsrett, Leierett, Rådgivning, Saksbehandling, Tingsrett",True,False,True
b278c14d-cd6c-453d-8631-efdf4a8a5e0a,Eik sykehjem søker,Tønsberg kommune Eik sykehjem B,2026-08-03T00:00:00+02:00,2026-08-26T00:00:00+02:00,TØNSBERG,Not classified,"Onkologisk sykepleier, Onkologisk sykepleier, Spesialsykepleiere","Demensomsorg, Dokumentasjon, Eldreomsorg, Ernæring, Helsepersonell, Kommunikasjon, Medikamenthåndtering, Pasientbehandling, Sykehjem, Sykepleier",True,False,True
b5709aa7-a9d7-4d90-9d15-cc865570d044,Bilmekaniker som brenner for Bil? Se hit!,Adecco Norge AS,2026-08-03T00:00:00+02:00,2026-08-09T00:00:00+02:00,Unknown,Not classified,"Bilmekaniker, Bilmekaniker, Bilmekanikere","Bilmekaniker, Bilverksted, Diagnostisering, Feilsøking, Mekaniker, Reparasjon, Service, Teknisk forståelse, Verksted",False,False,True
b6ca4b9e-17ed-460b-bba5-a0e006ae40eb,Fagarbeider søkes til samfunnskritisk arbeid for å redusere vannlekkasjer i Oslo,"Oslo kommune, Vann- og avløpsetaten",2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,OSLO,Not classified,Not classified,"Drift og vedlikehold, Fagarbeider, Lekkasjesøking, Offentlig sektor, Rørlegger, Teknisk arbeid, Tilsyn, VA-anlegg, Vann og avløp, Vannledning",True,False,True
b9e535e1-19d8-4cc8-9524-c9985656efc4,"Autorisert ambulansearbeider, paramedisiner, sykepleier ","Prehospitale tjenester, Distrikt I",2026-08-03T00:00:00+02:00,2026-08-19T00:00:00+02:00,DRAMMEN,Not classified,"Paramedic, Paramedic, Ambulansepersonell","Akuttmedisin, Ambulanse, Ambulansearbeider, Beredskap, Helse, Paramedisiner, Prehospital, Sykepleier, Utrykningskjøring, Veileder",True,False,True
c075b7d8-8703-4403-9e30-94b1081429d8,Ønsker du å jobbe med kryptoforvaltning?,"Cyberforsvaret, Forsvaret",2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,KOLSÅS,Not classified,Not classified,"Forsvaret, IKT, IT-drift, Infrastruktur, Kontor, Krypto, Kryptoforvalter, Samband, Sikkerhet, Sikkerhetsfag",True,False,True
c244a5e0-4e95-4086-bc74-6939792b9e5d,Vi søker ,Ringsaker kommune Teknisk drift,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,BRUMUNDDAL,Not classified,Not classified,"Anleggsgartner, Arbeidsleder, Drift, Grøntanlegg, Ledelse, Parkdrift, Parker, Teknisk drift, Utemiljø, Vedlikehold",True,False,True
cb0f9ff4-506f-4a9d-881d-5621c695dc0a,Kontorfaglig konsulent,"HFT 0-100 Jordmortjeneste og fysio-ergoterapitjeneste til barn og unge, Drammen kommune",2026-08-03T00:00:00+02:00,2026-08-14T00:00:00+02:00,DRAMMEN,Not classified,Not classified,"Administrasjon, Digital kompetanse, Excel, Helsestasjon, Journalføring, Konsulent, Kontor, Merkantil, Publikumskontakt, Timebestilling",True,False,True
cc4e3db5-0fd5-45e6-98c6-4e42755e0b92,"Billakkerer, nyudatannet eller masse erfaring? Se hit!",Adecco Norge AS,2026-08-03T00:00:00+02:00,2026-08-09T00:00:00+02:00,Unknown,Not classified,"Billakkerer, Billakkerer, Overflatebehandlere og lakkerere","Billakkerer, Bilmekaniker, Biloppretter, Bilskade, Bilverksted, Karosseri, Lakkering, Reparasjon, Verksted",False,False,True
d0b39e2b-b194-4a1a-986e-c7d50987b026,Psykologspesialist - fast stilling,"Klinikk psykisk helse og avhengighet, BUP Søndre Nordstrand,  Oslo universitetssykehus HF",2026-08-03T00:00:00+02:00,2026-08-24T00:00:00+02:00,OSLO,Not classified,"Psykologspesialist, Psykologspesialist, Psykologer","Barn og ungdom, Barne- og ungdomspsykiatri, Behandling, Poliklinikk, Psykisk helse, Psykolog, Psykologspesialist, Spesialisthelsetjeneste, Utredning, Veiledning",True,False,True
d2a1afdd-ffaa-4b73-8a8e-0f97c1710cdd,Rådgiver/seniorrådgiver strategi,Statsbygg,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,OSLO,Not classified,Not classified,"Analyse, Dataanalyse, Kontor, Kvalitativ analyse, Kvantitativ analyse, Offentlig sektor, Rådgiver, Seniorrådgiver, Statsforvaltning, Strategi",True,False,True
d69c0b5d-abfe-48a3-b24f-a8853273c764,Vi søker helsefagarbeider,Hjemmesykepleien Oppegård,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,KOLBOTN,Not classified,"Helsefagarbeider, Helsefagarbeider, Helsefagarbeidere","Dokumentasjon, Helse, Helsefagarbeider, Hjelpepleier, Hjemmesykepleie, Kommunal helse, Omsorg, Pasientkontakt, Pleie, Turnus",True,False,True
d73358d0-27d5-46eb-9178-9ac26a8ef635,Avdelingsleder ,"Tøkjemyr omsorgsboliger, Karmøy kommune",2026-08-03T00:00:00+02:00,2026-08-16T00:00:00+02:00,VEAVÅGEN,Not classified,Not classified,"Avdelingsleder, Boveileder, Helse, Helseledelse, Leder, Omsorgsbolig, Personalansvar, Sykepleier, Utviklingshemming, Vernepleier",True,False,True
d8dbeb85-656f-4b66-b97e-17fea56da3ee,Ønsker du en helgejobb der du virkelig kan gjøre en forskjell? ,"Tilrettelagte tjenester, Hamar kommune",2026-08-03T00:00:00+02:00,2026-08-30T00:00:00+02:00,HAMAR,Not classified,Not classified,"Bofellesskap, Helgejobb, Helse og omsorg, Helsefagarbeider, Miljøarbeider, Miljøterapeutisk arbeid, Omsorg, Praktisk bistand, Sykepleierstudent, Vernepleierstudent",True,False,True
daca1d3c-d0fe-470b-a075-3b9cfe3b455b,Vi søker etter,Tønsberg kommune MFT Helse og forebygging,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,TØNSBERG,Not classified,"Ergoterapeut, Ergoterapeut, Ergoterapeuter","Boligtilpasning, Ergoterapeut, Forebygging, Funksjonsvurdering, Helse, Helsehus, Hjelpemidler, Kommunal helse, Rehabilitering, Velferdsteknologi",True,False,True
ddd8e4ea-668f-4bc4-bd25-a9f3777fa21e,Er du vår nye barnevernskonsulent i avdeling tiltak? ,"Barn, unge og familier, Lørenskog kommune",2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,LØRENSKOG,Not classified,"Barnevernspedagog, Barnevernspedagog, Rådgivere innen sosiale fagfelt","Barn og unge, Barnevern, Barnevernkonsulent, Familiearbeid, Kommunalt arbeid, Oppfølging, Saksbehandling, Sosialt arbeid, Tiltak, Veiledning",True,False,True
df1d06a0-57f5-436e-a064-253680e41afa,Vil du bli vår nye saksbehandler og veileder? ,Nav registerforvaltning,2026-08-03T00:00:00+02:00,2026-08-17T00:00:00+02:00,HAMAR,Not classified,Not classified,"Dataregister, Førstekonsulent, Juridisk, Kontor, Offentlig forvaltning, Personvern, Saksbehandler, Saksbehandling, Samfunnsvitenskap, Veileder",True,False,True
e6e2a401-3005-486f-afc2-a8d9fd9b6594,Straume bu- og servicesenter,Øygarden kommune Straume bu og servicesenter,2026-08-03T00:00:00+02:00,2026-08-23T00:00:00+02:00,STRAUME,Not classified,"Miljøterapeut, Miljøterapeut, Miljøarbeidere innen sosiale fagfelt","Autorisasjon, Bufellesskap, Helse, Omsorg, Pasientkontakt, Pleie, Sykehjem, Sykepleier, Turnus, Veiledning",True,False,True
