conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,released,knowledge,sector-specific,,"Teknikker og prinsipper for utvikling av programvare, som analyse, algoritmer, koding, testing og kompilering av programmer i Haskell.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,dataprogrammering | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,Inkrementell utvikling,released,knowledge,sector-specific,,Den inkrementelle utviklingsmodellen er en metode for utforming av programvaresystemer og -programmer.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,Metoder innen IKT-prosjektledelse | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,released,knowledge,sector-specific,,"Dataprogrammet KDevelop er en samling av verktøy for programvareutvikling, som brukes til programmering, f.eks. kompilator, debugger, koderedigeringsprogram og kodeuthever, satt sammen i et enhetlig brukergrensesnitt. Det er utviklet av programvaresamfunnet KDE.",http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde | http://data.europa.eu/esco/isced-f/0612,integrert utviklingsmiljøprogramvare | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (læringsstyringssystemer),released,knowledge,sector-specific,,"Læringssystemet Absorb er en e-læringsplattform for å skape, administrere og levere e-læringskurs eller opplæringsprogrammer for videregående opplæring.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,læringsstyringssystemer | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,utvikle innovative blokkjedearkitekturer,released,skill/competence,cross-sector,bygge innovative blockchain-arkitekturer | bygg innovative blockchain-arkitekturer,"Utvikle nye blokkjedearkitekturer som adresserer egenskaper og prioriteringer ettersom de er nødvendige for spesifikke bruksområder. Argumentere fordelene og mangler ved slike nye arkitekturer med hensyn til eksisterende.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,designe it-system eller -programvare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,nettverksteknikk,released,knowledge,sector-specific,nettverksarkitektur,"Underfeltet av datateknologi som handler om å administrere tilkoblingen til nettverk gjennom data, tale, samtaler og trådløse nettverkstjenester.
	",http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5 | http://data.europa.eu/esco/isced-f/0714,datateknologi | elektronikk og automasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,flytte eksisterende data,released,skill/competence,sector-specific,,Anvende metoder for migrasjon og konvertering av eksisterende data for å overføre eller konvertere data mellom formater eller lagrings- eller datasystemer.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,definere fysisk databasestruktur,released,skill/competence,sector-specific,,"Angi den fysiske konfigurasjonen til databasefiler på et gitt medium. Dette består av detaljerte spesifikasjoner for indekseringsalternativer, datatyper og dataelementer som er plassert i datakatalogen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,released,knowledge,sector-specific,,"Maltego-plattformen er et rettsteknisk program som bruker datautvinning for å gi en oversikt over organisasjoners miljø, avdekke sikkerhetssvakheter i systemet som kan gi uvedkommende tilgang og vise kompleksiteten ved feil i infrastrukturen.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,utvikling og analyse av programvare og dataprogrammer | verktøy for penetrasjonstesting
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,betjene radioutstyr,released,skill/competence,cross-sector,,"Konfigurere og betjene radioinnretninger og tilbehør, for eksempel kringkastingskonsoller, forsterkere og mikrofoner. Forstå det grunnleggende i radiooperatørspråket og, om nødvendig, gi instruksjoner om riktig håndtering av radioutstyr.",http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,koordinere ekstern kommunikasjon | betjene kommunikasjonsutstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,,"Teknikkene og prinsippene for utvikling av programvare, f.eks. analyse, algoritmer, koding, testing og kompilering av programmer i Erlang.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,dataprogrammering | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,administrere IKT-dataklassifisering,released,skill/competence,sector-specific,,Ha oppsyn med klassifiseringssystemet en organisasjon bruker til å organisere sine data. Tildele en eier til hvert databegrep eller parti av konsepter og fastsette verdien for hvert enkelt dataelement.,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"administrere IKT-dataarkitektur | innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,informasjonsstruktur,released,knowledge,sector-specific,,"Typen infrastruktur som definerer dataformatet: halvstrukturert, ustrukturert eller strukturert.",http://data.europa.eu/esco/isced-f/0612,utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,administre midlertidige IKT-nettverk for opptredener foran publikum,released,skill/competence,occupation-specific,,"Administrere oppsett av nettverk for distribusjon av kontrollsignaler i forbindelse med forestillinger og arrangementer. Koordinere med de forskjellige brukerne. Bestemme og setter opp utstyr, kabler, tilkoblinger og enheter. Konfigurere, teste og overvåke utstyr og ytelse for nettverket. Kontrollsignaler inkluderer for eksempel DMX, RDM, MIDI, tidskode, sporings- og posisjoneringsdata, samt lyd-, video- og posisjoneringssignaler.
	",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,sette opp datasystem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,holde tritt med digital omforming av industrielle prosesser,released,skill/competence,sector-specific,,Holde tritt med digitale innovasjoner som kan brukes på industrielle prosesser. Integrere disse transformasjonene i selskapets prosesser med sikte på å lage konkurransedyktige og lønnsomme forretningsmodeller.,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,overvåking av utviklingen innen kompetanseområdet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,sette opp kontorutstyr,released,skill/competence,occupation-specific,,"Koble kontorutstyr, for eksempel modemer, skannere og skrivere, til strømnettet og lage elektrisk forbindelse for å unngå farlige spenningsforskjeller. Teste om installasjonen fungerer slik den skal. Kontrollere innstillinger og klargjøre apparatet til bruk.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,utføre generelle kontor- og administrasjonsoppgaver
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS-språk,released,knowledge,sector-specific,,"Teknikkene og prinsippene for utvikling av programvare, som analyse, algoritmer, koding, testing og kompilering av programmer i SAS-språket.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,dataprogrammering | systemprogramvare for statistisk analyse | utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,bruke et applikasjonsspesifikt grensesnitt,released,skill/competence,sector-specific,,Forstå og bruke grensesnitt som er spesifikke for en applikasjon eller et brukstilfelle.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,arbeide med datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,utforme elektriske systemer,released,skill/competence,cross-sector,,"Lage skisser til og designe elektriske systemer, produkter og komponenter ved bruk av programvare og utstyr med dataassistert konstruksjon (CAD). Tegne paneloppsett, elektriske skjemaer, elektriske koblingsskjemaer og andre monteringsdetaljer.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designe elektriske eller elektroniske system eller utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,definere regler for brannmur,released,skill/competence,sector-specific,,Angi regler for å styre et sett med komponenter som tar sikte på å begrense tilgang mellom grupper av nettverk eller et bestemt nettverk og Internett.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,beskytte it-enheter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,betjene lagerregistersystemer,released,skill/competence,sector-specific,,"Bruke systemer for registrering av produkt-, emballasje- og ordreinformasjon i bestemte formater og registertyper.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,utføre lageroperasjoner | vedlikeholde driftsregistre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"Spillmotoren CryEngine, som er et programvarerammeverk som består av integrerte utviklingsmiljøer og spesialiserte designverktøy, laget for raske iterasjoner av brukerbaserte dataspill.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digitale spillutviklingssystemer | audiovisuell teknikk og medieproduksjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,bruke CAD for såler,released,skill/competence,sector-specific,,"Digitalisere og skanne lestene. Arbeide med filer i ulike CAD-systemer. Produsere 3D-modeller av såler og lage dataassisterte design i 2D. Gradere og oppnå størrelsesserien. Utarbeide tekniske spesifikasjoner for produksjon. Produsere to- og tredimensjonale dataassisterte konstruksjonsdesign og tekniske tegninger av avtrykk for vulkaniserte og injiserte såler. Eksporter filene for de virtuelle modellene til 3D-skrivere, CAM- eller CNC-systemer.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,bruke CAD-programvare | bruke dataassisterte design- og tegneverktøy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,lage 3D-miljøer,released,skill/competence,sector-specific,,"Utvikle en datamaskingenerert 3D-fremstilling av omgivelser som et simulert miljø, der brukerne samhandler.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"betjene 3D-datagrafikkprogramvare | designe industrimateriale, -system eller -produkt"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,utføre elektronisk nettbasert dataanalyse,released,skill/competence,cross-sector,,"Analysere nettbaserte opplevelser og data for å forstå brukeratferd, hva som trigger oppmerksomhet på nettet, og andre faktorer som kan optimalisere utvikling og eksponering av nettsider.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"utføre dataanalyse | prosessere kvalitativ informasjon | innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,administrere IT-sikkerhetsbrudd,released,skill/competence,sector-specific,,"Gi veiledning i anvendelse og oppfyllelse av relevante bransjestandarder, beste praksis og juridiske krav for informasjonssikkerhet.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,nøkkelord i digitalt innhold,released,knowledge,sector-specific,,Digitale verktøy for å gjennomføre nøkkelordsøk. Systemene for gjenfinning av opplysninger identifiserer innholdet i et dokument basert på nøkkelord og metadata.,http://data.europa.eu/esco/isced-f/0611,bruk av datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domenenavntjeneste,released,knowledge,sector-specific,DNS-server | DNS,"Navnedatabase som tilordner domenenavn på internett til IP-adresser (Internet Protocol). Domain Name System lar internettbrukere bruke navn som nettstedstitler i stedet for å huske numeriske IP-adresser som brukes av datamaskiner for å finne et konkret nettsted
	",http://data.europa.eu/esco/isced-f/0612,utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,modellere medisinsk utstyr,released,skill/competence,sector-specific,,"Modellere og simulere medisinsk utstyr ved hjelp av programvare for teknisk design.
	",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,bruke dataassisterte design- og tegneverktøy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,bruke erfaringskart,released,skill/competence,sector-specific,,"Undersøke alle interaksjonene og berøringspunktene folk har med et produkt, et merke eller en tjeneste. Bestemme nøkkelvariabler som varighet og frekvens for hvert berøringspunkt.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,programvare for teksting,released,knowledge,occupation-specific,,"Ulik programvare som brukes til å lage teksting og undertekster i en fil som blir slått sammen med opptakene, f.eks. Telestream og MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,signaturordninger for blokkjede,released,knowledge,sector-specific,signaturordninger for blockchain | digitale signaturordninger,"Viktige digitale signaturordninger inkluderer RSA-ordningen, El-Gamal-ordningen, Hash-funksjoner, bursdagsangrep, Digital Signature Standard.
	",http://data.europa.eu/esco/isced-f/0612,utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalisere data,released,skill/competence,sector-specific,,"Redusere data til deres nøyaktige kjerneform (normalform) for å oppnå resultater som minimering av avhengighet, eliminering av redundans og økning av konsistens.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"etablere dataprosesser | innhente, forvalte og lagre data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,lage prototype av brukererfaringsløsninger,released,skill/competence,sector-specific,,"Utforme og klargjøre modeller, prototyper og strømmer for å teste brukererfaringsløsninger (UX) eller for å samle inn tilbakemeldinger fra brukere, kunder, partnere eller interessenter.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,administrasjon av informasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,anvende organisatoriske systemretningslinjer,released,skill/competence,cross-sector,,"Anvende interne retningslinjer knyttet til utvikling, intern og ekstern bruk av teknologiske systemer, for eksempel programvaresystemer, nettverkssystemer og telekommunikasjonssystemer, for å oppnå et sett med mål og delmål for effektiv drift og vekst i en organisasjon.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,utvise lojalitet | anvende selskapsretningslinjer | følge driftsrutiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,foreslå IKT-løsninger på virksomhetsproblemer,released,skill/competence,cross-sector,,"Foreslå hvordan forretningsproblemer kan løses, ved hjelp av IKT, slik at forretningsprosesser forbedres.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,løse tekniske problemer | utvikle strategi for å løse problemer | designe it-system eller -programvare | finne løsninger på problemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,beregne kostnader for reparasjonsoperasjoner,released,skill/competence,sector-specific,,Beregne material- og arbeidskostnader ved reparasjonsoperasjoner; forstå egnede dataprogrammer.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,utføre beregninger | vurdere driftskostnader | estimere ressursbehov
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,programvare for eiendomsforvaltning,released,knowledge,sector-specific,programvare for eiendomsdrift,"Funksjonene og egenskapene til en programvare som gjør det mulig å administrere daglig drift i overnattingsbedrifter, for å optimalisere ressurser og prosesser som bookingreservasjoner, rompriser, inntektsdataanalyse eller fakturering.
	",http://data.europa.eu/esco/isced-f/1013,"hotell, restaurant og catering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,bruke medieintegreringssystemer,released,skill/competence,occupation-specific,,"Bruke et medieintegreringssystem for forestillinger og arrangementer under oppsett, konfigurering, øvinger og selve forestillingen.
	",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,betjene audiovisuelt utstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,datasimulering,released,knowledge,cross-sector,databasert simulering | datamaskinbasert simulering,"Et program som kjøres på en datamaskin som representerer dynamiske responser i et system for å utforske en matematisk modelladferd, ved hjelp av en modell av et reelt system, sammensatt av matematiske ligninger.
	",http://data.europa.eu/esco/isced-f/0611,bruk av datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"Dataprogrammet WizIQ er en e-læringsplattform for å skape, administrere, organisere, rapportere og levere kurs og opplæringsprogrammer for e-læring.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,læringsstyringssystemer | utvikling og administrasjon av databaser og datanett
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administrere IKT-system,released,skill/competence,sector-specific,,"Håndtere komponenter i IKT-systemet ved å holde konfigurasjon ved like, administrere brukere, overvåke ressursbruk, lage sikkerhetskopier og installere maskinvare eller programvare for å oppfylle de fastsatte kravene.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,vedlikeholde IKT-system | sette opp datasystem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,utføre tester med sosial manipulering,released,skill/competence,sector-specific,teste sosial manipulering | gjennomføre angrep med sosial manipulering,"Utføre simulerte sosiale ingeniørangrep for å identifisere sårbarheter i en organisasjons sikkerhetsstilling. Sosiale ingeniørtester kan involvere phishing-e-poster, påskudd eller andre former for manipulasjon som brukes av angripere for å få tak i sensitive opplysninger eller uautorisert tilgang til systemer.
	",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,overvåke trygghet eller sikkerhet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,administrere forskningsdata,released,skill/competence,cross-sector,,"Produsere og analysere vitenskapelige data fra kvalitative og kvantitative forskningsmetoder. Oppbevare og vedlikeholde data i forskningsdatabaser. Legg til rette for gjenbruk av vitenskapelige data og ha kunnskap om prinsipper for behandling av åpne data.
	",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,administrasjon av informasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,digitaltrykk,released,knowledge,sector-specific,digitalplotter | elektronisk utskrift | digital utskrift | digitale trykk | plotter | digitale utskrifter,"Teknikken som gjør det mulig å trykke digitale bilder direkte på mange forskjellige materialer, hovedsakelig ved hjelp av blekk- eller laserskrivere.",http://data.europa.eu/esco/isced-f/0211,audiovisuell teknikk og medieproduksjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (verktøy for penetrasjonstesting),released,knowledge,sector-specific,,"Programvareverktøyet Cain and Abel er et verktøy for passordgjenoppretting som ser etter sikkerhetssvakheter og potensielt uautorisert tilgang til systeminformasjon i operativsystemer fra Microsoft. Verktøyet dekoder, dekrypterer og avdekker passord ved hjelp av angrep basert på brute force og kryptoanalyse, nettverkssniffing og protokollanalyser.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,utvikling og analyse av programvare og dataprogrammer | verktøy for penetrasjonstesting
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,livssyklus innen systemutvikling,released,knowledge,cross-sector,,"Rekkefølgen av trinn, som planlegging, programmering, testing og utrulling samt modeller for utvikling og håndtering av livssyklusen til et system.",http://data.europa.eu/esco/isced-f/0613,utvikling og analyse av programvare og dataprogrammer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,transportprogramvare relatert til et ERP-system,released,knowledge,cross-sector,,"Administrasjonsprogramvare for å samle inn, håndtere og tolke data knyttet til forsendelse, betaling, beholdning, produksjon under transport og distribusjon.",http://data.europa.eu/esco/isced-f/0413,ledelse og administrasjon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,betjene automatisert prosesskontroll,released,skill/competence,cross-sector,,Benytte et prosesskontroll- eller automatiseringssystem (PAS) som brukes til å kontrollere en produksjonsprosess automatisk.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,betjene industrielt presisjonsutstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,administrere forespørselsprosess for IKT-endring,released,skill/competence,sector-specific,,"Spesifisere insentivet for en IKT-endringsforespørsel, inkludert å angi hvilken systemjustering som må gjøres, og utføre eller overvåke utførelsen av den.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,lede driftsaktiviteter
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,bruke grensesnittbeskrivelsesspråk,released,skill/competence,occupation-specific,,Bruke spesifikasjonsspråk til å beskrive grensesnittforbindelse mellom programvarekomponenter eller programmer på en måte som er uavhengig av programmeringsspråket. CORBA og WSDL er blant språkene som støtter denne metoden.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,utforme komponentgrensesnitt | utforme applikasjonsgrensesnitt | programmering av datasystemer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,planlegge migrering til nettskyen,released,skill/competence,sector-specific,planlegge refaktorering | planlegging for skymigrasjon,"Velge eksisterende arbeidsbelastninger og -prosesser for mulig migrering til skyen, og velge overføringsverktøy. Fastslå en ny skyarkitektur for en eksisterende løsning, planlegge en strategi for migrering av eksisterende arbeidsbelastninger til skyen.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,administrere endringer i IKT-system | arbeide med datamaskiner
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,bruke radarnavigering,released,skill/competence,sector-specific,,Bruke moderne radarnavigasjonsutstyr til å sørge for sikker fartøydrift.,http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,betjene radarutstyr | betjene kommunikasjonsutstyr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,implementere ruteplanlegging i smarte mobilitetstjenester,released,skill/competence,sector-specific,anbefale reiser | beregne reiser | bruke ruteplanleggingsprogramvare,"Bruke spesialiserte søkemotorer slik som ruteplanleggere eller reiseplanleggere for å foreslå optimaliserte reiseruter basert på ulike kriterier, for eksempel transportmåter, avgangs- og ankomsttid, sted og reisevarighet.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,bruke digitale verktøy for samarbeid og produktivitet
